zip,lat,lon
17459,54.06737,13.96479
39579,52.60121,11.66281
76889,49.0808,8.06722
54619,50.1167,6.2
23881,53.66918,10.66792
87629,47.5667,10.7
06458,51.83943,11.2452000000001
86485,48.5167,10.8167
71063,48.7,9.01667
71065,48.7,9.01667
71067,48.7,9.01667
71069,48.7,9.01667
56858,50.1,7.3
56068,50.35,7.6
56070,50.35,7.6
56072,50.35,7.6
56073,50.35,7.6
56075,50.35,7.6
56076,50.35,7.6
56077,50.35,7.6
74937,49.3464,8.88333
98749,50.4667,11.05
55469,50.0167,7.56667
83530,48.0667,12.3667
63831,50.1167,9.36667
37619,51.96307,9.57236
45721,51.744002557442,7.18218661376955
97618,50.35,10.25
39590,52.54993,11.9706
06647,51.2167537623061,11.4831497962952
98693,50.6833,10.9
39517,52.38436,11.74396
07586,50.9333,12.0167
55497,49.9833,7.61667
77793,48.25,8.21667
87477,47.6667,10.35
31626,52.7296,9.23009
39524,52.76252,12.06817
91468,49.6167,10.6333
57319,51.0386,8.41661
18317,54.30134,12.54473
17179,54.01573,12.6523099999999
18565,54.5509945276849,13.1063208148194
32369,52.4357332614461,8.61632667724609
93096,48.9333,12.2
99192,50.95,10.8667
04824,51.3224049809312,12.5633296161732
18556,54.60753,13.34561
44532,51.6106297597209,7.52842451324466
44534,51.6106297597209,7.52842451324466
44536,51.6106297597209,7.52842451324466
97528,50.2333,10.5667
86940,48.05,10.9333
72574,48.5,9.4
63128,50.0167,8.78333
18276,53.67182,12.17549
07980,50.7167,12.1167
31094,52.03701,9.68651999999997
23898,53.66528,10.50928
83342,48.0833,12.5667
25421,53.66282,9.79665
06862,52.00843,12.37603
19217,53.72316,10.93891
07646,50.9167,11.7333
18334,54.11869,12.47455
18146,54.11695,12.13897
18147,54.11695,12.13897
53520,50.3167,6.91667
73347,48.5667,9.65
66271,49.15,7.03333
07616,50.95,11.75
26556,53.5964811885616,7.42599856079096
92265,49.5667,11.7
24358,54.4308049913838,9.69823557040309
94133,48.7333,13.5333
18195,54.07944,12.51062
49170,52.19727,7.97757999999999
